id;proper;con;mag;dist;spect;ci;lum;x;y;z
107213;Deneb Algedi;Cap;2.85;11.8666;A5mF2 (IV);0.18;8.8879171988482;9.534405;-6.248606;-3.296196
104046;Polaris Australis;Oct;5.45;86.1326;F0III;0.283;42.69725940480335;1.150845;-1.065873;-86.118423
20842;Chamukuy;Tau;3.4;46.1042;A7III;0.179;80.83510373900673;17.209733;40.871602;12.608233
30016;Red Rectangle;Mon;8.85;440.5286;B8;0.344;48.75284901033863;-37.678828;431.31548;-81.318571
55498;Shama;Leo;9.1;49.9251;K0;0.874;0.4975079213514407;-49.302696;7.744997;-1.332214
11734;Polaris;UMi;1.97;132.626;F7:Ib-IIv SB;0.636;2495.743794831569;1.3431;1.047629;132.614909
66040;Heze;Vir;3.38;22.7118;A3V;0.114;19.971008660281843;-20.799365;-9.118725;-0.236175
100425;Peacock;Pav;1.94;54.8246;B2IV;-0.118;438.5306977749856;17.850262;-24.200974;-45.841245
70785;;Lib;9.5;100000.0;B9V;0.05;1380384.2646028867;-72645.223464;-56440.388312;-39206.556531
99985;Alshat;Cap;4.77;77.6398;B9IV;-0.047;64.86344335482381;43.612148;-61.902343;-17.146901
85410;Rastaban;Dra;2.79;116.5501;G2II;0.954;906.149802231998;-9.169333;-70.678899;92.218765
1544;Citadelle;Psc;8.36;159.2357;K0;0.92;9.999999999999998;153.922235;12.982322;38.670219
72345;Solitaire;Hya;4.42;101.5228;K3III;1.366;153.1792715893416;-66.036951;-60.664821;-47.600014
69510;Xuange;Boo;4.18;30.3582;A0sh;0.087;17.076544728138742;-17.435524;-11.802923;21.870286
44000;Talitha;UMa;3.12;14.5096;A7IV;0.223;10.35618977044986;-6.835882;6.883318;10.789878
21849;;Per;8.02;100000.0;A0;0.386;5395106.225151268;25966.541314;73954.405806;62100.600593
35806;Aludra;CMa;2.45;609.7561;B5Ia;-0.083;33915.6386905822;-190.762166;496.337122;-298.432917
17809;Pleione;Tau;5.05;117.096;B7p;-0.082;114.07750129221203;57.734463;89.91922;47.882552
114848;Danfeng;Tuc;11.03;26.3713;M2;1.45;0.0234638892446413;12.960983;-2.278056;-22.853202
3413;Diphda;Cet;2.04;29.5334;K0III;1.019;116.0913870126182;27.583638;5.310463;-9.119792
27559;Wazn;Col;3.12;26.7308;K1.5III;1.146;35.15604405282981;0.855327;21.672805;-15.624858
80221;Cujam;Her;4.57;76.6871;B9p Cr;0.002;76.13774324561511;-29.840058;-68.151905;18.595479
68537;Thuban;Dra;3.67;92.9368;A0III SB;-0.049;256.09435171567696;-34.416017;-20.758849;83.796391
83755;Sabik;Oph;2.43;27.0929;A2.5Va;0.059;68.17105263058534;-5.602493;-25.470005;-7.342684
7574;Achernar;Eri;0.45;42.7533;B3Vp;-0.158;1051.9618738232234;21.065573;9.568417;-35.951967
23820;Cursa;Eri;2.78;27.3973;A3IIIvar;0.161;50.53589947531675;6.156194;26.585876;-2.429001
100128;Sadr;Cyg;2.23;561.7978;F8Ib;0.673;35253.318119588555;249.318228;-348.795593;363.040966
32263;Sirius;CMa;-1.44;2.6371;A0m...;0.009;22.824433121735037;-0.494323;2.476731;-0.758485
95473;Anser;Vul;4.44;91.1577;M0 comp;1.502;121.22717925364972;31.268751;-76.712143;38.040745
95648;Albireo;Cyg;3.05;133.1558;K3II+...;1.088;930.6791831626532;45.350466;-108.51838;62.430012
92604;Kaveh;Ser;8.02;127.0648;G8V;0.869;8.709635899560805;30.48371;-122.991629;9.450485
7499;Titawin;And;4.1;13.4916;F8V;0.536;3.630780547701012;9.229933;4.147969;8.92295
95799;Alsafi;Dra;4.67;5.7547;K0V;0.786;0.3908408957924018;0.784452;-1.840016;5.396152
53905;Dubhe;UMa;1.81;37.679;F7V comp;1.061;233.3458062281002;-17.298705;4.33488;33.191332
43939;Acubens;Cnc;4.26;57.7367;A5m;0.141;57.385213267461886;-39.690103;40.217629;11.863811
54718;Chertan;Leo;3.33;50.6073;A2V;-0.003;103.8484455008274;-47.814213;9.675761;13.464276
48219;Zhang;Hya;4.11;80.9061;G6/G8III;0.918;129.4195841449985;-66.227032;41.59319;-20.730703
93213;Ascella;Sgr;2.6;27.0416;A3IV;0.062;58.07644175213118;6.326274;-22.577554;-13.471863
40959;Alsciaukat;Lyn;4.25;117.2333;K5III;1.55;238.7811282913176;-49.889521;69.406143;80.234157
59565;Imai;Cru;2.79;105.8201;B2IV;-0.193;746.7925899308835;-54.778605;-3.62525;-90.466
87994;Bodu;Her;4.26;127.8772;G5;0.406;281.5788299710311;0.78172;-118.897851;47.065883
75182;Alkalurops;Boo;4.31;34.6861;F0V;0.309;19.787913352337373;-17.300377;-21.457918;21.056469
86515;Alruba;Dra;5.75;163.3987;A2V;0.017;116.5198723025;-6.737285;-96.264768;131.85914
79640;Yed Posterior;Oph;3.23;32.6371;G8III;0.966;47.38053933388255;-13.962311;-29.378579;-2.669978
65983;Liesma;UMa;8.05;88.574;K0;0.699;4.119077848677374;-48.051398;-20.903886;71.410393
85857;;Her;10.23;100000.0;K0;0.977;704693.0689671467;-8197.836119;-78060.810594;61962.12821
62921;Cor Caroli B;CVn;5.61;36.9004;F0V;0.337;6.760829753919817;-28.092342;-7.005189;22.877614
26246;Alnilam;Ori;1.69;606.0606;B0Ia;-0.184;67483.87308707573;62.775122;602.66691;-12.712683
70666;Proxima Centauri;Cen;11.01;1.2959;M5Ve;1.807;5.77032135333e-05;-0.472264;-0.361451;-1.151219
78805;Marsic B;Her;6.25;645.1613;K1III;1.14;1146.040591136603;-289.369888;-544.699215;189.212514
36744;Castor;Gem;1.58;15.5958;A2Vm;0.034;49.43106869868354;-5.311938;12.130011;8.238737
32161;Mebsuta;Gem;3.06;259.0674;A3mA6-A9;1.377;3489.7956743787418;-44.684834;230.247724;110.023705
74732;Nikawiy;Boo;7.88;98.2318;G5;0.93;5.92106733564661;-47.33943;-55.9706;65.389271
28309;Mahasim;Aur;2.65;50.7614;A0p Si;-0.083;195.52396696208865;0.049188;40.426416;30.69934
111804;Matar;Peg;2.93;65.703;G2II-III..;0.852;253.04630494613968;53.59916;-18.717064;33.070991
38062;Azmidi;Pup;3.34;367.6471;G6Ia;1.218;5430.002130657378;-153.118527;296.362603;-154.558514
75466;Nusakan;CrB;3.66;34.2818;F0p;0.319;35.15604405282981;-18.45833;-23.589253;16.675351
72396;Zubenelgenubi;Lib;2.75;23.2396;A3IV;0.147;37.35940922587999;-16.408581;-15.151818;-6.421874
32161;Mebsuta;Gem;3.06;259.0674;A3mA6-A9;1.377;3489.7956743787418;-44.684834;230.247724;110.023705
65571;;Cen;7.1;100000.0;B1.5Iab;0.049;12589254.117941689;-40749.249295;-16689.695409;-89782.808633
17805;Atlas;Tau;3.62;117.2333;B8III;-0.07;426.5795188015925;57.849417;90.077197;47.782936
69751;Khambalia;Vir;4.52;57.1755;A1V;0.128;44.29961991003636;-45.689342;-31.728277;-13.222219
86529;Cervantes;Ara;5.12;15.5111;G5V;0.694;1.8758581737992832;-0.662558;-9.561971;-12.19514
118742;Alula Australis;UMa;4.33;10.4167;G0 Ve;0.59;1.7522658618857083;-8.73089;1.610966;5.446747
115711;Veritate;And;5.22;79.1766;K0III;1.029;44.58615279480704;60.844885;-7.662161;50.080351
5731;Revati B;Psc;6.44;93.985;F7V;0.492;20.41737944669529;88.381439;29.46675;12.394783
110547;Kruger 60;Cep;9.59;4.001;M2V;1.613;0.0020342297432117;1.968033;-0.83547;3.381486
72380;Kochab;UMi;2.07;40.1445;K4IIIvar;1.465;208.54510476931685;-8.058164;-7.429707;38.619407
46861;;Leo;7.35;100000.0;M3III:;1.67;10000000.0;-79743.507742;58635.829266;14241.228218
76997;Zhou;Ser;3.65;47.5511;A3V;0.073;68.29674408079636;-25.268927;-38.245168;12.644945
68714;Menkent;Cen;2.06;18.0343;K0IIIb;1.011;42.46195639463128;-12.358808;-7.624204;-10.694288
43464;Copernicus;Cnc;5.96;12.3411;G8V;0.869;0.5480245321768503;-7.429298;7.925466;5.85673
67251;Heng;Cen;3.41;133.8688;B2IV;-0.225;674.8387308707573;-88.774682;-45.96956;-89.0322
68537;Thuban;Dra;3.67;92.9368;A0III SB;-0.049;256.09435171567696;-34.416017;-20.758849;83.796391
30788;Lucilinburhuc;Aur;7.89;48.8759;G5;0.74;1.4521116175877415;-4.756834;37.704707;30.734041
65269;Spica;Vir;0.98;76.5697;B1V;-0.235;2070.1413487910413;-69.990853;-27.285826;-14.82176
25273;Bellatrix;Ori;1.64;77.3994;B2III;-0.224;1152.3913771994878;11.658576;76.036136;8.56012
65173;Mizar;UMa;2.23;26.3089;A2V;0.057;77.33925780489973;-14.115808;-5.413302;21.531272
41586;Muscida;UMa;3.35;54.9149;G4II-III;0.856;120.00518202042646;-16.37548;21.290022;47.898272
57119;Uklun;Cen;7.47;39.6983;G6V;0.721;1.4112371484118504;-20.576736;1.363005;-33.921898
32276;Alzirr;Gem;3.35;17.9986;F5IV;0.443;12.894366199598707;-3.444569;17.203451;4.0169
95777;Uruk;Sge;8.97;118.4834;F8V;0.539;3.15645789129907;44.426247;-104.573689;33.600124
48318;Rasalas;Leo;3.88;38.0518;K0III;1.222;35.383435681472214;-29.062466;18.02588;16.685015
62228;Tianyi;Dra;5.43;227.2727;K5III;1.567;302.83076942657783;-87.644943;-18.458661;208.879282
56916;Noquisi;Leo;10.67;10.141;M3;1.493;0.0048305880203977;-9.031878;0.703493;4.557621
8628;Baten Kaitos;Cet;3.74;72.0461;K2III;1.136;144.27796231294775;62.65906;33.12747;-12.925362
37178;Ceibo;Cha;9.37;34.5423;K4V;1.006;0.1856949101490461;-2.947922;6.367903;-33.822035
8867;Segin;Cas;3.35;126.2626;B2pvar;-0.15;634.453795775715;49.169644;26.806887;113.163436
113366;Alfarasalkamil;And;3.62;210.5263;B6pv SB;-0.099;1376.5753865094157;150.676276;-39.022904;141.757338
52752;;LMi;11.23;100000.0;B2;-0.186;280543.3637951716;-75068.117066;23951.799303;61571.820749
20155;Prima Hyadum;Tau;3.65;49.5295;G8III;0.981;74.06277836681546;20.197375;43.211662;13.342572
50440;Algieba;Leo;2.01;39.8883;K0III;1.128;217.5704950925793;-34.002797;15.860719;13.53874
60893;Gacrux;Cru;1.59;27.1518;M4III;1.6;148.45676750522713;-14.606901;-1.998688;-22.800748
58777;Tonatiuh;Cam;5.78;97.0874;G9III;1.029;40.03132821780234;-21.989708;-0.504005;94.562822
80443;Timir;Oph;6.89;59.0319;K0III/IV;0.95;5.321082592667941;-22.329431;-52.905718;-13.680158
45106;Miaplacidus;Car;1.67;34.6981;A2IV;0.07;225.32013356294823;-8.980712;8.001552;-32.546536
12082;268 G. Cet;Cet;5.79;7.1803;K3V;0.918;0.2169701553800851;5.538462;4.488223;0.861013
12159;Buna;And;7.28;57.8704;G0;0.656;3.5710834580834563;33.267021;27.188006;38.769845
25364;Elnath;Tau;1.65;41.0509;B7III;-0.13;321.21809339879854;5.281578;35.6504;19.655456
86839;Bake-eo;Oph;3.75;31.5159;A0V;0.043;27.365286541924664;-1.662293;-31.436744;1.488597
119127;Alrakis;Dra;5.63;23.2558;F7 V;0.47;2.637545740889343;-3.193886;-13.13167;18.925026
96450;Sham;Sge;4.39;130.3781;G0II;0.777;259.6569790273785;52.446573;-112.348474;40.319114
17489;Taygeta;Tau;4.3;125.4705;B6V;-0.11;261.3364576189024;63.361504;95.01397;51.966577
90979;Vega;Lyr;0.03;7.6787;A0Vvar;-0.001;49.93441887213498;0.960565;-5.908009;4.809731
17566;Merope;Tau;4.14;116.5501;B6IV;-0.051;261.3364576189024;58.663928;88.906234;47.309232
33632;Citalá;Mon;6.29;28.9603;G0III-IV;0.572;2.226383629552908;-7.499264;27.84151;-2.708925
85436;Lesath;Sco;2.7;176.6784;B2IV;-0.179;2261.517746108362;-17.880984;-139.40881;-107.054828
71456;Rigil Kentaurus;Cen;-0.01;1.3248;G2V;0.71;1.543121065657792;-0.495203;-0.414084;-1.156625
53085;;Car;9.0;100000.0;B9V;0.155;2187761.623949552;-24174.383395;7228.581404;-96764.388069
82144;Larawag;Sco;2.29;19.5351;K2IIIb;1.144;40.3273792976113;-4.842163;-15.39568;-11.006616
93452;Okab;Aql;2.99;25.4582;A0Vn;0.014;35.94181463147148;6.95881;-23.716532;6.099966
47069;Kalausi;Vel;8.23;41.1692;K0V;0.811;0.7537025766884254;-24.34255;17.492359;-28.220225
14802;Botein;Ari;4.35;52.0291;K2IIIvar;1.033;42.89434099967816;32.830084;36.343153;17.561644
57375;Ross 128;Vir;11.12;3.3553;M4.5V;1.746;0.0003496230040027;-3.349892;0.179372;0.047111
76035;Alphecca;CrB;2.22;23.0097;A0V;0.032;59.70352865838366;-12.176093;-16.558746;10.343974
44343;Alkaphrah;UMa;3.57;109.8901;A1Vn;0.007;392.6449353995997;-53.667801;51.996165;80.572997
39644;Tureis;Pup;2.83;19.4818;F2mF5IIp;0.458;24.389337302789126;-9.379037;15.076242;-8.018549
114960;;Peg;12.42;100000.0;M0;1.545;93756.20069258811;97552.301339;-16536.80879;14494.221556
8813;Mesarthim;Ari;3.88;50.3018;A1p Si;-0.047;61.83010727517132;41.769649;22.568336;16.620371
69451;Arcturus;Boo;-0.05;11.2575;K2IIIp;1.239;115.55799554021291;-8.823448;-5.932531;3.698938
71879;Izar;Boo;2.35;62.1118;A0;0.966;385.8335599053513;-41.582771;-36.462926;28.269741
13159;Nushagak;Cas;8.17;75.0188;G5;0.643;2.6448436268543603;17.335912;15.849496;71.246614
79834;Hunor;Her;8.72;114.4165;F8;0.463;3.705100563019239;-36.260076;-78.299814;75.136419
5436;Mirach;And;2.07;60.5327;M0IIIvar;1.576;474.2419852602448;46.946371;14.741814;35.255129
14632;Misam;Per;3.79;34.5662;K0III;0.98;31.71027438947892;16.593574;18.028979;24.381331
26315;Bubup;Men;6.69;38.3142;WN...;0.584;2.696497363543418;1.075847;10.699992;-36.774049
57767;Groombridge 1830;UMa;6.42;9.0917;G8Vp;0.754;0.194625615936124;-7.187679;0.220247;5.561623
69479;Syrma;Vir;4.07;22.237;F7V;0.511;10.139113857366794;-18.333625;-12.367873;-2.324624
92902;Sulafat;Lyr;3.25;190.1141;B9III;-0.049;1577.6112696993484;40.69872;-154.738921;102.67804
113980;Safina;Aqr;3.68;82.9876;K1III;1.202;202.3019178678272;75.510914;-16.931759;-29.973162
55810;;Cen;10.55;100000.0;B1V;0.12;524807.4602497723;-49460.111499;6891.361892;-86638.366222
50230;Tania Borealis;UMa;3.45;42.1585;A2IV;0.029;64.50598332848317;-27.815454;13.402145;28.706022
55372;;Cen;6.77;100000.0;B9Ve;0.037;17060823.890031207;-58868.988663;9711.948654;-80250.359669
63026;;Mus;8.45;100000.0;F6V;0.63;3630780.54770101;-37524.509224;-9592.18286;-92194.908945
44819;Nahn;Cnc;5.16;114.4165;K0III;0.97;98.35580562269574;-77.988303;71.865489;42.945282
17532;Maia;Tau;3.87;117.5088;B8III;-0.063;340.4081897010009;59.14718;89.215057;48.48319
31605;Pipit;Pup;3.17;113.8952;B8III SB;-0.103;609.8176639987851;-13.61885;81.907249;-77.960909
13028;Lilii Borea;Ari;4.52;52.6039;K1III;1.112;37.49730022454834;34.120953;30.698125;25.701009
37718;Pollux;Gem;1.16;10.3584;K0IIIvar;0.991;32.09223768048434;-4.055465;8.19518;4.867171
27919;Betelgeuse;Ori;0.45;152.6718;M2Ib;1.5;13415.28798266127;3.189296;151.364387;19.682142
54712;Zosma;Leo;2.56;17.9147;A4V;0.128;26.448436268543603;-16.442201;3.337108;6.280742
81020;Paikauhale;Sco;2.82;145.3488;B0V;-0.206;1370.2505971242451;-45.960032;-119.546841;-68.7205
33769;Nganurganity;CMa;3.49;343.6426;K4III;1.729;4134.281080471351;-80.775471;292.659236;-160.9853
7083;Alpherg;Psc;3.62;107.1811;G8III;0.974;356.77958828856265;95.233975;40.171366;28.364911
40602;;Pup;11.85;100000.0;;0.134;158489.3192461114;-48949.522414;70757.594136;-50963.782508
79191;Sharjah;Sco;11.34;14.3968;;1.486;0.0052529104845004;-6.147626;-12.156552;-4.657551
60776;Algorab;Crv;2.94;26.6312;B9.5V;-0.012;41.19077848677376;-25.316094;-3.317674;-7.57057
33956;Muliphein;CMa;4.11;135.5014;B8II;-0.112;363.0780547701014;-35.835279;125.471916;-36.514903
45425;Aspidiske;Car;2.21;234.7418;A8Ib;0.189;6269.024974761646;-90.887872;78.251756;-201.791538
119518;EZ Aqr;Aqr;12.66;3.3979;M5  e;1.98;8.67760744991e-05;3.069893;-1.139264;-0.895949
54001;Dingolay;Leo;8.21;157.9779;K0;0.856;11.303163247386966;-153.260473;37.686294;-6.927309
116265;Rasalnaqa;And;4.29;153.1394;B8V;-0.083;392.6449353995997;111.002171;-10.621481;104.963685
19538;Beid;Eri;4.04;37.3134;F2II-III;0.327;29.349452222697927;16.838836;33.000244;-4.442368
72144;Paradys;Aps;3.83;136.9863;K5III;1.433;479.95442493194446;-19.356924;-17.40793;-134.489842
14843;Dalim;For;3.8;14.2369;F8V;0.543;5.330893422367013;8.329775;9.25728;-6.899408
112389;Sadalbari;Peg;3.51;32.5309;M2III;0.933;36.3412616064223;28.209183;-8.893887;13.542862
75229;Edasich;Dra;3.29;31.027;K2III;1.166;40.5135220229264;-10.015969;-12.471787;26.585776
72619;Arcalís;Boo;7.8;110.011;K0;1.039;7.99466002520316;-75.984659;-71.719466;34.424841
92115;Ross 154;Sgr;10.37;2.9698;M3.5Ve;1.51;0.0005465123745199;0.585883;-2.652454;-1.200123
18497;Zaurak;Eri;2.97;62.3441;M1IIIb Ca-1;1.588;219.5836500973188;30.760217;52.235828;-14.56308
56044;Giausar;Dra;3.82;102.145;M0IIIvar;1.613;269.4014941063669;-35.773586;4.486959;95.570558
59592;Megrez;UMa;3.32;24.6853;A3Vvar;0.077;24.9344618809783;-13.402309;-0.903455;20.710384
113008;Fomalhaut;PsA;1.17;7.7036;A3V;0.145;17.587333541355722;6.450517;-1.799476;-3.807757
117951;Axólotl;Cet;8.23;98.4252;G2V;0.639;4.309233228186264;90.980204;-0.040804;-37.551574
3820;Van Maanen's Star;Psc;12.37;4.2626;DG;0.554;0.0001783199772233;4.146957;0.903519;0.400348
51972;;Leo;9.97;100000.0;Bp;-0.179;895364.7655495937;-92363.887503;34111.214344;17473.904576
35453;Wasat;Gem;3.5;18.5391;F0IV...;0.374;11.912420080273744;-5.888392;16.151258;6.939513
82399;Mahsati;Oph;8.38;185.5288;K0;0.9;13.32907464231338;-51.7543;-173.956642;38.490448
118527;Maru;Vol;13.92;23.2558;DQ5;0.05;0.0012740896859191;-4.914249;7.951662;-21.294446
53075;Praecipua;LMi;3.79;29.0867;K0III-IV;1.04;22.4491550756959;-23.041794;6.900625;16.355475
102287;Albali;Aqr;3.78;63.6943;A1V;0.0;108.74267195462436;41.969653;-46.744809;-10.507937
59945;Zaniah;Vir;3.89;81.367;A2IV;0.026;160.25072388814195;-81.054806;-7.05786;-0.946921
37360;;Pup;10.8;100000.0;A2;0.01;416869.3834703355;-39150.185868;82635.632271;-40479.812571
62925;Cor Caroli;CVn;2.89;35.1989;A0spe...;-0.115;75.37025766884257;-26.795114;-6.684223;21.824384
42792;Asellus Australis;Cnc;3.94;40.032;K0III;1.083;37.05100563019239;-25.041776;28.63397;12.473108
106916;Garnet Star;Cep;4.23;100000.0;M2Ia;2.242;177010895.83174184;42908.717258;-29076.600569;85518.379993
14100;Menkar;Cet;2.54;76.3942;M2III;1.63;489.7788193684461;53.342561;54.414384;5.448321
110049;Sadachbia;Aqr;3.86;50.2008;A0V;-0.057;62.7480161997852;45.635919;-20.880207;-1.215412
69935;;Vir;10.64;100000.0;G0;1.028;483058.80203977285;-81198.94339;-57542.8122;9775.293166
2241;Felixvarela;Cet;9.62;35.7015;K5V;1.128;0.1574707877289846;34.013301;4.262471;-9.976163
6397;Adhil;And;4.87;65.7462;K0III-IV;1.077;42.42286549229506;43.117698;16.194066;46.916563
32180;;Gem;8.01;100000.0;B9;-0.002;5445026.52842422;-17004.32845;87072.451426;46143.699643
71453;Toliman;Cen;1.35;1.3248;K1V;0.9;0.4409608164506375;-0.495181;-0.413973;-1.156674
15159;Zibal;Eri;4.8;33.6474;A5m;0.232;11.857687481671595;21.831836;25.077889;-5.15902
60457;Tupã;Cru;6.99;38.0807;F8/G0V;0.537;2.021156766960753;-16.574938;-1.871712;-34.233139
9618;Almach;And;2.1;120.4819;B8V;1.37;1828.1002161427427;76.368059;45.840864;81.131974
6629;Bélénos;Psc;7.12;44.5633;F8;0.577;2.4547089156850297;36.464195;14.218374;21.309341
15539;Intan;For;9.92;46.2107;K3/K4IV;1.037;0.2002626690340901;24.611899;29.516952;-25.659946
40572;Násti;UMa;8.2;54.5256;G0;0.652;1.3589391171008005;-14.7896;21.444841;47.900183
51475;Shaomin;Leo;3.84;100000.0;B1Ib SB;-0.148;253512863.0497907;-91628.219948;36643.48097;16171.724913
79870;Alniyat;Sco;2.9;213.6752;B1III;0.299;2751.693132808793;-80.536239;-175.075401;-92.301792
90065;Fafnir;Dra;4.82;96.5251;K2III;1.179;95.76349769692683;4.51784;-39.674686;87.878659
96858;Fawaris;Cyg;2.86;50.5817;B9.5III;-0.002;159.95580286146696;15.779435;-32.006459;35.8481
13667;Azha;Eri;3.89;41.8585;K1III-IV;1.088;42.42286549229506;29.694338;28.782724;-6.474577
19860;;Eri;9.87;100000.0;K1/K2;1.0;981747.9430199864;37974.399071;78083.709906;-49607.250101
46617;Alterf;Leo;4.32;100.9082;K5IIIvar;1.541;165.95869074375614;-74.131964;56.004334;39.376137
50193;Adhafera;Leo;3.43;84.0336;F0III;0.307;261.09586865859336;-69.409312;33.594777;33.397009
22961;Hassaleh;Aur;2.69;151.2859;K3IIvar;1.49;1673.4009068393125;34.378539;121.884168;82.763748
118720;Wolf 359;Leo;13.45;2.3906;M6;2.0;2.0758692705e-05;-2.282811;0.649334;0.292057
119135;Guniibuu B;Oph;5.07;5.9852;K1 Ve;0.85;0.2924152377843335;-1.036233;-5.250282;-2.680239
60075;Ginan;Cru;3.59;70.4722;K3/K4III;1.389;158.48931924611142;-34.656852;-3.239447;-61.275879
93447;;Sgr;8.66;100000.0;F3IV/V;0.471;2992264.636608183;23569.73948;-80469.140579;-54490.226603
104751;Lacaille 8760;Mic;6.69;3.9462;M1/M2V;1.397;0.0286022369395428;2.330004;-2.003156;-2.476477
106908;Bosona;Aqr;8.34;193.7984;K0;1.009;15.09384896654952;159.050184;-107.872405;-24.988061
80701;;TrA;10.15;100000.0;F0V;0.412;758577.5750291835;-13518.026538;-33342.011996;-93303.661207
37173;Procyon;CMi;0.4;3.5142;F5IV-V;0.432;7.4404636619191935;-1.469312;3.17617;0.320024
95052;Rukbat;Sgr;3.96;55.7414;B8V;-0.105;70.53424142580965;15.143928;-39.50987;-36.286833
105936;Sadalsuud;Aqr;2.9;164.7446;G0Ib;0.828;1635.3096517445822;130.759282;-98.929336;-15.993766
13234;Miram;Per;3.77;269.5418;K3Ib comp SB;1.69;1964.264645879858;111.116108;102.442422;223.184985
11053;;Ari;8.5;100000.0;K0;1.284;3467368.504525324;71973.31226;51647.658254;46393.552561
42283;Minchir;Hya;4.45;114.2857;K2III;1.216;188.7991349096293;-72.861703;87.795627;6.661268
3814;Achird;Cas;3.46;5.9531;G0V SB;0.587;1.2752637064597296;3.098462;0.674227;5.038376
91484;Struve 2398 A;Dra;8.94;3.5691;K5;1.504;0.0029457779023394;0.334856;-1.773105;3.079349
17055;Tupi;Ret;7.12;33.8868;F8/G0V;0.583;1.4190575216890922;11.740637;16.723573;-27.033217
90217;Kaus Borealis;Sgr;2.82;23.9693;K1IIIb;1.025;37.25632384666037;2.635486;-21.487046;-10.289309
87561;Eltanin;Dra;2.24;47.3037;K5III;1.521;247.5141318074314;-0.436154;-29.451035;37.014357
2080;;Cas;7.8;100000.0;F5IIvar;0.635;6606934.480075951;62138.848687;7168.862913;78021.605051
65409;;CVn;8.24;100000.0;G8III;0.96;4405548.635065534;-81308.499325;-32513.142283;48288.959022
4412;Castula;Cas;4.62;61.2745;G8III-IV;0.957;46.38739667560309;30.437701;7.68286;52.6216
47772;Ras Elased Australis;Leo;2.97;75.643;G0II;0.808;323.2957533680941;-57.700126;38.244772;30.494289
34000;Mekbuda;Gem;4.01;421.9409;G3Ibv SB;0.899;3858.335599053513;-109.067807;379.683873;148.25163
94946;Arkab Prior;Sgr;3.96;96.1538;B9V;-0.085;209.89398836235245;24.213622;-64.216561;-67.345884
9467;Alrescha;Psc;3.82;46.1681;A2;0.024;55.05540984847944;39.728779;23.413015;2.226137
1065;Algenib;Peg;2.83;120.048;B2IV;-0.19;926.4031007363994;115.664183;6.687324;31.442127
30049;Furud;CMa;3.02;111.1111;B2.5V;-0.16;666.1929002234552;-8.512138;95.786306;-55.662081
17447;Celaeno;Tau;5.45;115.6069;B7IV;-0.034;76.91304402866098;58.617318;87.564472;47.554545
57226;Taiyangshou;UMa;3.69;56.3063;K0III;1.181;92.29963848404536;-37.766969;2.301619;41.698309
80637;Marfik;Oph;3.82;53.0786;A2V;0.022;72.77798045368239;-20.104527;-49.089266;1.837527
106642;Nashira;Cap;3.69;48.1464;A7III:mp...;0.32;67.4838730870757;37.793496;-26.44095;-13.804954
8777;Mothallah;Tri;3.42;19.4175;F6IV;0.488;14.073431383183484;14.872602;7.99818;9.584806
45385;;Car;8.99;100000.0;B5V;-0.02;2208004.733018901;-29393.710095;25422.427783;-92139.622164
86353;Dziban B;Dra;5.81;23.0627;G0V;0.53;2.197859872784824;-0.555414;-7.044781;21.953273
98991;;Cyg;7.81;100000.0;O8;0.197;6546361.740672748;43458.378199;-68560.859962;58401.864664
94350;Gumala;Sgr;6.25;27.5482;F8V;0.548;2.089296130854039;8.135614;-23.777829;-11.28349
97755;Terebellum;Sgr;4.7;25.9875;G3/G5III;0.748;7.755324957585906;11.280499;-20.384256;-11.514028
84121;Sarin;Her;3.12;23.0362;A3IVv SB;0.08;26.109586865859324;-4.075476;-20.503689;9.676738
55011;Hunahpú;Crt;8.05;134.2282;K0III/IV;0.962;9.45366045957965;-120.572962;22.459787;-54.542905
8183;Torcular;Psc;4.26;85.6898;K0III;0.942;126.4736347471151;75.808974;37.546943;13.637807
12928;Koeia;Eri;10.25;23.015;M0;1.389;0.0366437574647833;15.812912;14.078244;-9.024692
13254;Angetenar;Eri;4.76;57.3066;K0III;0.906;35.67795882885623;39.279245;36.32166;-20.540573
55055;Alula Borealis;UMa;3.49;122.399;K3III SB;1.4;524.3243172456372;-100.864256;18.476143;66.832099
29198;Hoerikwaggo;Men;5.08;10.1978;G5V;0.714;0.8417827076608124;-0.119802;2.679222;-9.839152
13959;Ayeyarwady;Eri;7.81;135.318;G8/K0IV;0.936;11.989470404794204;89.377224;89.515869;-48.058112
81942;;Sco;7.41;100000.0;B5II/III;0.003;9462371.61365791;-21818.299829;-66660.247422;-71276.736782
29582;Propus;Gem;3.31;117.9245;M3III;1.6;574.3809134963176;-7.067151;108.713368;45.140745
107742;Aldhanab;Gru;3.0;64.7249;B8III;-0.084;230.14418174085063;43.853581;-26.892269;-39.28078
63405;Vindemiatrix;Vir;2.85;33.6022;G8IIIvar;0.934;71.25248247522671;-31.782664;-8.840495;6.38806
31601;Alhena;Gem;1.93;33.5121;A0IV;0.001;165.34840121711517;-5.266162;31.714389;9.461403
111768;Tiaki;Gru;2.07;54.2594;M5III;1.61;380.8903764981352;34.993484;-12.277259;-39.608199
72910;Baekdu;UMi;6.83;160.0;K0;0.985;41.34281080471344;-29.878814;-29.05737;154.476295
35556;;Cam;9.82;100000.0;;1.2;1028016.2981264746;-11237.277857;30294.773725;94635.882578
